index,Y,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
0,3.000000000000001,Prepackaged software,72268924051.90823,ENS1,0.55,0.20528576306530788,0.29995146760090724,0.2695939928683959,Equipment,-0.320518889103235,0.21442447556304386,0.09872397075134946,-0.03733416276326531,0.2809744108256939,0.21205091910269175,Computers and Software,0.043164850173940894,0.07383122080027917,0.06399815165181412,corporate,-0.0016115235420458701,0.020744683764900157,0.013570866878640633,0.5931648501739409,0.6238312208002792,0.6139981516518142,0.9682679178274466,0.9516433575179445,0.9568750829736296
1,3.0000000000000004,Custom software,197240164682.67053,ENS2,0.3300000000000001,0.193068911428875,0.28133416024531566,0.2529908998132433,Equipment,-0.4464868790805748,0.1483465553122208,0.020538593094441903,-0.136288369701459,0.22049427357369156,0.1436966142448035,Computers and Software,0.039405818901192324,0.06810281853702022,0.05888950763484409,corporate,-0.00537055481479444,0.015016281501641207,0.008462222861670601,0.36940581890119245,0.39810281853702034,0.3888895076348442,0.9682679178274464,0.9516433575179444,0.9568750829736294
2,5.000000000000001,Mainframes,17413293619.145626,EP1A,0.4633,0.20951233374277653,0.3063404270186909,0.2753096701301892,Equipment,-0.28189750453919116,0.23479876088021187,0.1228286493269034,-0.006995118049783405,0.2996226910336115,0.23312466201003001,Computers and Software,0.044465333459315866,0.07579705446728952,0.06575682157851975,corporate,-0.00031104025667089835,0.022710517431910507,0.015329536805346267,0.5077653334593158,0.5390970544672895,0.5290568215785197,0.9578623694515591,0.9365975971952638,0.9432297326985035
3,5.0,PCs,53550810952.93879,EP1B,0.46330000000000005,0.2095123337427765,0.3063404270186909,0.2753096701301892,Equipment,-0.2818975045391914,0.23479876088021187,0.1228286493269034,-0.006995118049783562,0.2996226910336115,0.23312466201003001,Computers and Software,0.04446533345931586,0.07579705446728952,0.06575682157851975,corporate,-0.0003110402566709053,0.022710517431910507,0.015329536805346267,0.507765333459316,0.5390970544672895,0.5290568215785199,0.957862369451559,0.9365975971952636,0.9432297326985034
4,5.0,DASDs,0.0,EP1C,0.46330000000000005,0.2095123337427765,0.3063404270186908,0.27530967013018925,Equipment,-0.2818975045391914,0.23479876088021173,0.1228286493269036,-0.006995118049783562,0.29962269103361133,0.23312466201003018,Computers and Software,0.04446533345931586,0.0757970544672895,0.06575682157851977,corporate,-0.0003110402566709053,0.022710517431910493,0.01532953680534628,0.507765333459316,0.5390970544672895,0.5290568215785199,0.9578623694515591,0.9365975971952633,0.9432297326985034
5,5.0,Printers,9260043911.05631,EP1D,0.4632999999999999,0.20951233374277645,0.3063404270186909,0.27530967013018914,Equipment,-0.28189750453919155,0.23479876088021187,0.12282864932690304,-0.006995118049783719,0.2996226910336115,0.2331246620100297,Computers and Software,0.04446533345931585,0.07579705446728952,0.06575682157851973,corporate,-0.00031104025667091223,0.022710517431910507,0.015329536805346239,0.5077653334593157,0.5390970544672894,0.5290568215785196,0.9578623694515588,0.9365975971952631,0.9432297326985035
6,5.000000000000001,Terminals,12396994618.63852,EP1E,0.4633,0.2095123337427765,0.3063404270186909,0.2753096701301892,Equipment,-0.2818975045391914,0.234798760880212,0.1228286493269034,-0.006995118049783562,0.2996226910336116,0.23312466201003001,Computers and Software,0.04446533345931586,0.07579705446728953,0.06575682157851975,corporate,-0.0003110402566709053,0.02271051743191052,0.015329536805346267,0.5077653334593158,0.5390970544672895,0.5290568215785197,0.957862369451559,0.9365975971952635,0.9432297326985036
7,5.0,Tape drives,0.0,EP1F,0.46330000000000005,0.2095123337427765,0.3063404270186908,0.27530967013018925,Equipment,-0.2818975045391914,0.23479876088021173,0.1228286493269036,-0.006995118049783562,0.29962269103361133,0.23312466201003018,Computers and Software,0.04446533345931586,0.0757970544672895,0.06575682157851977,corporate,-0.0003110402566709053,0.022710517431910493,0.01532953680534628,0.507765333459316,0.5390970544672895,0.5290568215785199,0.9578623694515591,0.9365975971952633,0.9432297326985034
8,5.000000000000002,Storage devices,7998988409.072316,EP1G,0.4633,0.20951233374277653,0.3063404270186909,0.2753096701301892,Equipment,-0.28189750453919116,0.23479876088021187,0.1228286493269034,-0.006995118049783405,0.2996226910336115,0.23312466201003001,Computers and Software,0.044465333459315866,0.07579705446728952,0.06575682157851975,corporate,-0.00031104025667089835,0.022710517431910507,0.015329536805346267,0.5077653334593158,0.5390970544672895,0.5290568215785197,0.9578623694515591,0.9365975971952635,0.9432297326985035
9,5.0,System integrators,28310184525.09714,EP1H,0.46330000000000005,0.2095123337427765,0.3063404270186909,0.2753096701301892,Equipment,-0.2818975045391914,0.23479876088021187,0.1228286493269034,-0.006995118049783562,0.2996226910336115,0.23312466201003001,Computers and Software,0.04446533345931586,0.07579705446728952,0.06575682157851975,corporate,-0.0003110402566709053,0.022710517431910507,0.015329536805346267,0.507765333459316,0.5390970544672895,0.5290568215785199,0.9578623694515592,0.9365975971952636,0.9432297326985036
