index,Y,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
0,3.000000000000001,Prepackaged software,72268924051.90823,ENS1,0.55,0.20867470077770411,0.30134068074728565,0.2716122779698175,Equipment,-0.3372014222590579,0.21894643117633603,0.1036315550518011,-0.026996235007697957,0.2905843703062762,0.2246394997974485,Computers and Software,0.04113067716237052,0.07425867099916483,0.06363454706763617,corporate,-0.0011103734267011098,0.02157840915207325,0.014294832823110983,0.5911306771623706,0.6242586709991649,0.6136345470676362,0.9682679178274466,0.9503377060645815,0.9559727071609531
1,3.0000000000000004,Custom software,197240164682.67053,ENS2,0.3300000000000001,0.1964578491412709,0.2822206975821492,0.25466177022678455,Equipment,-0.4717039801362774,0.1517441802183324,0.02360543790059041,-0.1302967686740827,0.2295458844928005,0.155416748178591,Computers and Software,0.037371645889621836,0.06837559925604592,0.058419006223626016,corporate,-0.0048694046994497905,0.015695337408954332,0.009079291979100824,0.36737164588962196,0.39837559925604604,0.38841900622362613,0.9682679178274464,0.9503377060645811,0.9559727071609527
2,5.000000000000001,Mainframes,17413293619.145626,EP1A,0.4633,0.21286485203585725,0.30784257125931525,0.2773960044761328,Equipment,-0.296559618788906,0.23943655425211713,0.12801747870660565,0.004217446381643697,0.30919514701164313,0.24573337260104006,Computers and Software,0.042419954472571464,0.07625925269517393,0.06541415522342547,corporate,0.00017890388349983688,0.02357899084808235,0.016074440978900283,0.5057199544725715,0.5395592526951739,0.5287141552234255,0.9578623694515591,0.9349510057172286,0.9420818948249152
3,5.0,PCs,53550810952.93879,EP1B,0.46330000000000005,0.21286485203585725,0.3078425712593152,0.27739600447613266,Equipment,-0.296559618788906,0.239436554252117,0.12801747870660546,0.004217446381643697,0.309195147011643,0.2457333726010399,Computers and Software,0.042419954472571464,0.07625925269517392,0.06541415522342546,corporate,0.00017890388349983688,0.023578990848082335,0.01607444097890027,0.5057199544725715,0.539559252695174,0.5287141552234255,0.957862369451559,0.9349510057172281,0.9420818948249149
4,5.0,DASDs,0.0,EP1C,0.46330000000000005,0.2128648520358573,0.30784257125931525,0.27739600447613283,Equipment,-0.29655961878890563,0.23943655425211713,0.128017478706606,0.0042174463816440225,0.30919514701164313,0.24573337260104036,Computers and Software,0.04241995447257148,0.07625925269517393,0.0654141552234255,corporate,0.00017890388349985076,0.02357899084808235,0.01607444097890031,0.5057199544725716,0.539559252695174,0.5287141552234256,0.9578623694515591,0.934951005717228,0.9420818948249147
5,5.0,Printers,9260043911.05631,EP1D,0.4632999999999999,0.2128648520358572,0.30784257125931513,0.27739600447613266,Equipment,-0.29655961878890624,0.23943655425211685,0.12801747870660546,0.004217446381643534,0.3091951470116429,0.2457333726010399,Computers and Software,0.04241995447257146,0.0762592526951739,0.06541415522342546,corporate,0.00017890388349982994,0.02357899084808232,0.01607444097890027,0.5057199544725713,0.5395592526951738,0.5287141552234254,0.9578623694515588,0.9349510057172281,0.9420818948249147
6,5.000000000000001,Terminals,12396994618.63852,EP1E,0.4633,0.21286485203585725,0.30784257125931513,0.27739600447613283,Equipment,-0.296559618788906,0.23943655425211685,0.12801747870660582,0.004217446381643697,0.3091951470116429,0.24573337260104022,Computers and Software,0.042419954472571464,0.0762592526951739,0.06541415522342549,corporate,0.00017890388349983688,0.02357899084808232,0.016074440978900296,0.5057199544725715,0.5395592526951739,0.5287141552234255,0.957862369451559,0.9349510057172282,0.9420818948249151
7,5.0,Tape drives,0.0,EP1F,0.46330000000000005,0.2128648520358573,0.30784257125931525,0.27739600447613283,Equipment,-0.29655961878890563,0.23943655425211713,0.128017478706606,0.0042174463816440225,0.30919514701164313,0.24573337260104036,Computers and Software,0.04241995447257148,0.07625925269517393,0.0654141552234255,corporate,0.00017890388349985076,0.02357899084808235,0.01607444097890031,0.5057199544725716,0.539559252695174,0.5287141552234256,0.9578623694515591,0.934951005717228,0.9420818948249147
8,5.000000000000002,Storage devices,7998988409.072316,EP1G,0.4633,0.2128648520358572,0.3078425712593152,0.2773960044761328,Equipment,-0.29655961878890624,0.239436554252117,0.12801747870660565,0.004217446381643534,0.309195147011643,0.24573337260104006,Computers and Software,0.04241995447257146,0.07625925269517392,0.06541415522342547,corporate,0.00017890388349982994,0.023578990848082335,0.016074440978900283,0.5057199544725715,0.5395592526951739,0.5287141552234255,0.9578623694515591,0.9349510057172284,0.9420818948249149
9,5.0,System integrators,28310184525.09714,EP1H,0.46330000000000005,0.21286485203585725,0.3078425712593152,0.27739600447613283,Equipment,-0.29655961878890585,0.239436554252117,0.12801747870660582,0.0042174463816438594,0.309195147011643,0.24573337260104022,Computers and Software,0.04241995447257147,0.07625925269517392,0.06541415522342549,corporate,0.00017890388349984382,0.023578990848082335,0.016074440978900296,0.5057199544725716,0.539559252695174,0.5287141552234256,0.9578623694515592,0.9349510057172284,0.9420818948249149
